ID,Tier,Source Group,Source Name,Source Type,Scrape Target / Query,Seed Domain,Country / HQ Focus,Role Focus,Why Strong,Bangladesh Fit Rule,Required Accept Filter,Hard Reject Filter,Scrape Frequency,Notes / Compliance,Proof / Reference URL
S0840,Tier 1 Candidate,Company-specific Google source,X-Team - Company staff-augmentation-fit query,Google SERP query,"""X-Team"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",x-team.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0841,Tier 1 Candidate,Company-specific Google source,Xapo - Company careers worldwide engineering query,Google SERP query,"site:xapo.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",xapo.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0842,Tier 1 Candidate,Company-specific Google source,Xapo - Company ATS indexed global remote query,Google SERP query,"""Xapo"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",xapo.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0843,Tier 1 Candidate,Company-specific Google source,Xapo - Company staff-augmentation-fit query,Google SERP query,"""Xapo"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",xapo.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0844,Tier 1 Candidate,Company-specific Google source,XWP - Company careers worldwide engineering query,Google SERP query,"site:xwp.co (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",xwp.co,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0845,Tier 1 Candidate,Company-specific Google source,XWP - Company ATS indexed global remote query,Google SERP query,"""XWP"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",xwp.co,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0846,Tier 1 Candidate,Company-specific Google source,XWP - Company staff-augmentation-fit query,Google SERP query,"""XWP"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",xwp.co,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0847,Tier 1 Candidate,Company-specific Google source,Yahoo - Company careers worldwide engineering query,Google SERP query,"site:yahooinc.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",yahooinc.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0848,Tier 1 Candidate,Company-specific Google source,Yahoo - Company ATS indexed global remote query,Google SERP query,"""Yahoo"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",yahooinc.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0849,Tier 1 Candidate,Company-specific Google source,Yahoo - Company staff-augmentation-fit query,Google SERP query,"""Yahoo"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",yahooinc.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0850,Tier 1 Candidate,Company-specific Google source,Yodo1 - Company careers worldwide engineering query,Google SERP query,"site:yodo1.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",yodo1.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0851,Tier 1 Candidate,Company-specific Google source,Yodo1 - Company ATS indexed global remote query,Google SERP query,"""Yodo1"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",yodo1.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0852,Tier 1 Candidate,Company-specific Google source,Yodo1 - Company staff-augmentation-fit query,Google SERP query,"""Yodo1"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",yodo1.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0853,Tier 1 Candidate,Company-specific Google source,Yonder - Company careers worldwide engineering query,Google SERP query,"site:yonder.io (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",yonder.io,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0854,Tier 1 Candidate,Company-specific Google source,Yonder - Company ATS indexed global remote query,Google SERP query,"""Yonder"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",yonder.io,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0855,Tier 1 Candidate,Company-specific Google source,Yonder - Company staff-augmentation-fit query,Google SERP query,"""Yonder"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",yonder.io,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0856,Tier 1 Candidate,Company-specific Google source,You Need A Budget - Company careers worldwide engineering query,Google SERP query,"site:youneedabudget.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",youneedabudget.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0857,Tier 1 Candidate,Company-specific Google source,You Need A Budget - Company ATS indexed global remote query,Google SERP query,"""You Need A Budget"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",youneedabudget.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0858,Tier 1 Candidate,Company-specific Google source,You Need A Budget - Company staff-augmentation-fit query,Google SERP query,"""You Need A Budget"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",youneedabudget.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0859,Tier 1 Candidate,Company-specific Google source,Zapier - Company careers worldwide engineering query,Google SERP query,"site:zapier.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",zapier.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0860,Tier 1 Candidate,Company-specific Google source,Zapier - Company ATS indexed global remote query,Google SERP query,"""Zapier"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",zapier.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0861,Tier 1 Candidate,Company-specific Google source,Zapier - Company staff-augmentation-fit query,Google SERP query,"""Zapier"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",zapier.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0862,Tier 1 Candidate,Company-specific Google source,ZenRows - Company careers worldwide engineering query,Google SERP query,"site:zenrows.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",zenrows.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0863,Tier 1 Candidate,Company-specific Google source,ZenRows - Company ATS indexed global remote query,Google SERP query,"""ZenRows"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",zenrows.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0864,Tier 1 Candidate,Company-specific Google source,ZenRows - Company staff-augmentation-fit query,Google SERP query,"""ZenRows"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",zenrows.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0865,Tier 1 Candidate,Company-specific Google source,Zignaly - Company careers worldwide engineering query,Google SERP query,"site:zignaly.io (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",zignaly.io,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0866,Tier 1 Candidate,Company-specific Google source,Zignaly - Company ATS indexed global remote query,Google SERP query,"""Zignaly"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",zignaly.io,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0867,Tier 1 Candidate,Company-specific Google source,Zignaly - Company staff-augmentation-fit query,Google SERP query,"""Zignaly"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",zignaly.io,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0868,Tier 1 Candidate,Company-specific Google source,ZooTools - Company careers worldwide engineering query,Google SERP query,"site:zootools.co (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",zootools.co,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0869,Tier 1 Candidate,Company-specific Google source,ZooTools - Company ATS indexed global remote query,Google SERP query,"""ZooTools"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",zootools.co,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
